Winner,Grass
Mannarino A.,12
Alcaraz C.,12
Eubanks C.,9
Thompson J.,9
Bublik A.,9
Rublev A.,8
Sinner J.,8
Medvedev D.,7
Tiafoe F.,7
Paul T.,7
Rune H.,7
Griekspoor T.,7
Musetti L.,6
De Minaur A.,6
Djokovic N.,6
Cerundolo F.,6
Hurkacz H.,6
Mcdonald M.,6
Struff J.L.,5
Fucsovics M.,5
Dimitrov G.,5
Lehecka J.,5
Safiullin R.,5
Zverev A.,5
Barrere G.,5
Shapovalov D.,4
Moutet C.,4
Djere L.,4
Michelsen A.,4
Tsitsipas S.,4
Jarry N.,4
O Connell C.,4
Hanfmann Y.,4
Broady L.,4
Hijikata R.,4
Ymer M.,4
Isner J.,3
Pella G.,3
Harris L.,3
Galan D.E.,3
Korda S.,3
Bautista Agut R.,3
Fritz T.,3
Wolf J.J.,3
Berrettini M.,3
Ruusuvuori E.,3
Humbert U.,3
Norrie C.,3
Raonic M.,2
Halys Q.,2
Goffin D.,2
Karatsev A.,2
Kecmanovic M.,2
Shelton B.,2
Gasquet R.,2
Lopez F.,2
Schwartzman D.,2
Anderson K.,2
Marterer M.,2
Rinderknech A.,2
Sonego L.,2
Zhang Zh.,2
Carballes Baena R.,2
Huesler M.A.,2
Davidovich Fokina A.,2
Wawrinka S.,2
Vukic A.,2
Watanuki Y.,2
Kotov P.,2
Mmoh M.,1
Muller A.,1
Munar J.,1
Murray A.,1
Nakashima B.,1
Lestienne C.,1
Ivashka I.,1
Johnson S.,1
Baez S.,1
Otte O.,1
Mayot H.,1
Quinn E.,1
Kubler J.,1
Peniston R.,1
Popyrin A.,1
Brouwer G.,1
Ruud C.,1
Giron M.,1
Barrios M.,1
Vesely J.,1
Stricker D.,1
Cressy M.,1
Duckworth J.,1
Etcheverry T.,1
Choinski J.,1
Tu L.,1
Wu Y.,1
Van De Zandschulp B.,1
Van Assche L.,1
Nava E.,0
Tirante T.A.,0
Thiem D.,0
Varillas J. P.,0
Van Rijthoven T.,0
Passaro F.,0
Vavassori A.,0
Zhukayev B.,0
Nishikori K.,0
Olivieri G.,0
Valkusz M.,0
Ofner S.,0
Tseng C.H.,0
Pecotic M.,0
Ugo Carabelli C.,0
Nardi L.,0
Nishioka Y.,0
Zeppieri G.,0
Varillas J.P.,0
Tabilo A.,0
Shimabukuro S.,0
Ymer E.,0
Sekulic P.,0
Seyboth Wild T.,0
Shang J.,0
Nadal R.,0
Rodionov J.,0
Shelbayh A.,0
Ritschard A.,0
Shevchenko A.,0
Riedi L.,0
Wu T.L.,0
Sweeny D.,0
Sock J.,0
Ramos-Vinolas A.,0
Purcell M.,0
Sousa J.,0
Prizmic D.,0
Pouille L.,0
Polmans M.,0
Piros Z.,0
Svajda Z.,0
Svrcina D.,0
Zapata Miralles B.,0
Albot R.,0
Mpetshi G.,0
Gakhov I.,0
Cilic M.,0
Cobolli F.,0
Coppejans K.,0
Coria F.,0
Coric B.,0
Couacaud E.,0
Daniel T.,0
Darderi L.,0
Delbonis F.,0
Dellien H.,0
Diallo G.,0
Diaz Acosta F.,0
Draper J.,0
Droguet T.,0
Dzumhur D.,0
Evans D.,0
Fils A.,0
Chardy J.,0
Cerundolo J.M.,0
Cecchinato M.,0
Bergs Z.,0
Altmaier D.,0
Andreozzi G.,0
Arnaldi M.,0
Atmane T.,0
Auger-Aliassime F.,0
Bagnis F.,0
Basilashvili N.,0
Berrettini J.,0
Carreno Busta P.,0
Bolt A.,0
Bonadio R.,0
Bonzi B.,0
Borg L.,0
Borges N.,0
Brooksby J.,0
Cachin P.,0
Fognini F.,0
Garin C.,0
Monteiro T.,0
Gaston H.,0
Kukushkin M.,0
Kumar O.,0
Kuzmanov D.,0
Kwon S.W.,0
Lajal M.,0
Llamas Ruiz P.,0
Machac T.,0
Marozsan F.,0
Martinez P.,0
Medjedovic H.,0
Meligeni Alves F.,0
Mensik J.,0
Millman J.,0
Misolic F.,0
Mochizuki S.,0
Molcan A.,0
Monfils G.,0
Kudla D.,0
Krueger M.,0
Krajinovic F.,0
Holt B.,0
Gerasimov E.,0
Gojo B.,0
Gomez E.,0
Grenier H.,0
Haase R.,0
Harris B.,0
Herbert P.H.,0
Hsu Y.,0
Kovalik J.,0
Ilkel C.,0
Jung J.,0
Kachmazov A.,0
Khachanov K.,0
Koepfer D.,0
Kokkinakis T.,0
Kovacevic A.,0
Lajovic D.,0
