Winner,Grass
Federer R.,12
Cilic M.,12
Muller G.,11
Zverev A.,9
Lopez F.,9
Berdych T.,8
Djokovic N.,8
Mannarino A.,8
Medvedev D.,8
Zverev M.,7
Querrey S.,7
Gasquet R.,6
Isner J.,6
Dimitrov G.,6
Sugita Y.,6
Paire B.,6
Pouille L.,6
Monfils G.,5
Gojowczyk P.,5
Seppi A.,5
Young D.,5
Khachanov K.,5
Bautista Agut R.,5
Johnson S.,4
Baghdatis M.,4
Tomic B.,4
Ebden M.,4
Raonic M.,4
Karlovic I.,4
Janowicz J.,4
Thiem D.,4
Anderson K.,4
Bedene A.,4
Murray A.,4
Nadal R.,3
Fratangelo B.,3
Nishikori K.,3
Kohlschreiber P.,3
Rublev A.,3
Donaldson J.,3
Benneteau J.,3
Haase R.,3
Albot R.,3
Mayer F.,3
Tsonga J.W.,3
Pospisil V.,3
Haas T.,2
Brown D.,2
Fognini F.,2
Ferrer D.,2
Sela D.,2
Altmaier D.,2
Herbert P.H.,2
Chardy J.,2
Kamke T.,2
Lajovic D.,2
Ramos-Vinolas A.,2
Ofner S.,2
Ramanathan R.,2
Kokkinakis T.,2
Darcis S.,2
Kozlov S.,2
Tipsarevic J.,2
Gulbis E.,2
Novikov D.,2
Youzhny M.,2
Bemelmans R.,2
Hanfmann Y.,1
Harrison R.,1
Menendez-Maceiras A.,1
Kukushkin M.,1
Ilhan M.,1
Mahut N.,1
Pavlasek A.,1
Monteiro T.,1
Lorenzi P.,1
Norrie C.,1
Lacko L.,1
Kravchuk K.,1
Kudla D.,1
Rosol L.,1
Shapovalov D.,1
Groth S.,1
Edmund K.,1
Basilashvili N.,1
Berlocq C.,1
Bolelli S.,1
Vesely J.,1
Verdasco F.,1
Troicki V.,1
Dancevic F.,1
Tiafoe F.,1
Thompson J.,1
Struff J.L.,1
Dolgopolov O.,1
Stakhovsky S.,1
Dzumhur D.,1
Del Potro J.M.,1
Santillan A.,1
Escobedo E.,1
Sock J.,1
Safwat M.,1
Simon G.,1
Fabbiano T.,1
Robredo T.,0
Sandgren T.,0
Paul T.,0
Opelka R.,0
Wawrinka S.,0
Olivo R.,0
Whittington A.,0
Sakharov G.,0
Wu D.,0
Uchiyama Y.,0
Novak D.,0
Ymer E.,0
Zeballos H.,0
Zekic M.,0
Zhang Zh.,0
Zopp J.,0
Schwartzman D.,0
Tsitsipas S.,0
Tursunov D.,0
Quinzi G.,0
Sousa P.,0
Sousa J.,0
Souza J.,0
Ram R.,0
Stebe C.M.,0
Smyczek T.,0
Stepanek R.,0
Skugor F.,0
Pella G.,0
Ruud C.,0
Rubin N.,0
Travaglia S.,0
Silva F.F.,0
Polansky P.,0
Trungelliti M.,0
Robert S.,0
Nishioka Y.,0
Ahouda A.,0
Napolitano S.,0
Eubanks C.,0
Coric B.,0
Cuevas P.,0
Daniel T.,0
De Greef A.,0
De Minaur A.,0
De Schepper K.,0
Del Potro J. M.,0
Delbonis F.,0
Djere L.,0
Dodig I.,0
Domingues J.,0
Donskoy E.,0
Dutra Silva R.,0
El Amrani R.,0
Elias G.,0
Copil M.,0
Chung H.,0
Cecchinato M.,0
Bellucci T.,0
Almagro N.,0
Andreozzi G.,0
Bagnis F.,0
Balazs A.,0
Barton M.,0
Basic M.,0
Berankis R.,0
Carreno Busta P.,0
Bhambri Y.,0
Bonzi B.,0
Brands D.,0
Broady L.,0
Bublik A.,0
Carballes Baena R.,0
Estrella Burgos V.,0
Evans D.,0
Montanes A.,0
Falla A.,0
Kovalik J.,0
Krueger M.,0
Kuznetsov An.,0
Kyrgios N.,0
Laaksonen H.,0
Lapentti G.,0
Lu Y.H.,0
Maden Y.,0
Marchenko I.,0
Martin A.,0
Mathieu P.H.,0
Mayer L.,0
Melzer G.,0
Millman J.,0
Millot V.,0
Klizan M.,0
Klein B.,0
King E.,0
Goffin D.,0
Fritz T.,0
Fucsovics M.,0
Gaio F.,0
Garcia-Lopez G.,0
Giannessi A.,0
Giraldo S.,0
Gombos N.,0
King D.,0
Gonzalez M.,0
Granollers M.,0
Halys Q.,0
Istomin D.,0
Jaziri M.,0
Kicker N.,0
Krajinovic F.,0
