Player,Ace Rate,num_matches
Ivo Karlovic,0.2359648052383239,684
Reilly Opelka,0.22132757839361114,164
John Isner,0.2130452938706732,747
Milos Raonic,0.2066597757258919,535
Sam Groth,0.19143066017934357,93
Wayne Arthurs,0.18886937757287894,259
Joachim Johansson,0.18763795249972628,133
Nick Kyrgios,0.18606203901370505,277
Goran Ivanisevic,0.18192221172640805,118
Chris Guccione,0.17891101632786613,110
Richard Krajicek,0.17807588055071877,76
Maxime Cressy,0.17287447078847254,98
Mark Philippoussis,0.1699901300647318,241
Gilles Muller,0.16102755207212824,395
Sam Querrey,0.16081717798403736,659
Kevin Anderson,0.16056720346183664,561
Andy Roddick,0.1595118816089813,827
Frederic Niemeyer,0.15569511529801552,40
Ivan Ljubicic,0.15441248549738842,691
Ilija Bozoljac,0.15157246971499078,31
Martin Verkerk,0.151225902027885,128
Alexander Bublik,0.1499282426568286,275
Jan Michael Gambill,0.14774124303449399,286
Pete Sampras,0.14716308703498074,151
Quentin Halys,0.14706340366153134,73
Marius Copil,0.14200024969219424,135
Wesley Moodie,0.14045377599860587,128
Rohan Bopanna,0.14044077333544963,48
Hubert Hurkacz,0.13732286910971853,326
Lloyd Harris,0.13707696639182812,148
Gregory Carraz,0.13523762824078514,83
Marc Rosset,0.13471239010880356,139
Aisam Ul Haq Qureshi,0.1337315779791117,67
Greg Rusedski,0.13293384192500488,292
Mardy Fish,0.1315916975085713,526
Dick Norman,0.13058236624794087,56
Borna Gojo,0.13053479781372745,41
Feliciano Lopez,0.1278362858304345,954
Christopher Eubanks,0.12704318029947262,82
Thanasi Kokkinakis,0.12653981890149366,143
Jo-Wilfried Tsonga,0.12652856742822371,660
Takao Suzuki,0.12603604381397535,63
Max Mirnyi,0.12479469602831728,441
Matteo Berrettini,0.12367914740178637,251
Alexander Waske,0.12360458277441902,92
Felix Auger Aliassime,0.12283929672304082,336
Mario Ancic,0.122576566999539,343
Arthur Rinderknech,0.12235832989493735,126
Taylor Fritz,0.12185267202456618,406
Julien Boutter,0.12150750249021808,137
Robert Kendrick,0.12086306060171394,113
Vasek Pospisil,0.11993289178955131,291
Ernests Gulbis,0.1194699526016062,471
Amer Delic,0.11879138491843595,89
Todd Martin,0.11822945852841477,146
Robin Soderling,0.11780129298425632,482
Marin Cilic,0.11623771479233361,854
Jan Lennard Struff,0.11567395378299662,383
Jerzy Janowicz,0.11481815858200062,186
Jeff Salzenstein,0.11419845594647546,37
Dustin Brown,0.11355158134703706,131
Gustavo Kuerten,0.11354408615801057,332
Jack Draper,0.11310345273635432,93
Thomas Johansson,0.11274582768752438,415
Peter Wessels,0.11260685968699322,70
Yosuke Watanuki,0.1125741795435423,36
Daniil Medvedev,0.11126613699959931,449
Tennys Sandgren,0.1110398110345003,115
Daniel Brands,0.11103914647845523,148
Christopher Rungkat,0.11083333333333334,32
Sergei Bubka,0.11082464157508347,30
Ben Shelton,0.11064192359046335,82
Nicolas Jarry,0.11025350044105983,208
Nicolas Almagro,0.10955213557968642,657
Alexander Zverev,0.10942747794081875,531
Glenn Weiner,0.10931747744860372,30
Dominic Stricker,0.1091698389716219,39
Gael Monfils,0.10897169147832418,852
Oscar Otte,0.10835314029875216,85
Jeff Morrison,0.10831329370321402,88
Ivan Dodig,0.10814354210596525,253
Alexei Popyrin,0.10798995274491799,173
Marat Safin,0.10778076428442923,586
Marc Andrea Huesler,0.10753941167742564,79
Michael Llodra,0.1071006540154791,410
Steve Johnson,0.10708419355666153,352
Frank Dancevic,0.10695331938124981,178
Viktor Troicki,0.10674842491626518,518
Aljaz Bedene,0.10659395680958321,262
Jiri Vesely,0.10581541194687485,265
Denis Shapovalov,0.10579615103969582,326
Pierre Hugues Herbert,0.10540038418331941,194
Richard Fromberg,0.10510557055061696,51
Tomas Berdych,0.10461744131287132,934
Bob Bryan,0.10456349961512298,47
Aleksandar Kovacevic,0.10419559235031207,32
Kenny De Schepper,0.10401560784762416,79
Roger Federer,0.10371285003246389,1450
Benjamin Becker,0.1035263709349217,372
Alexandr Dolgopolov,0.10337626540060203,374
Benoit Paire,0.10331937194052376,477
Juan Martin del Potro,0.10318389047672684,566
Jeremy Chardy,0.10223646310809784,567
Taylor Dent,0.10187331383024918,287
Thiemo De Bakker,0.10179985775864432,161
Bobby Reynolds,0.10161582391748429,101
Younes El Aynaoui,0.10078683585908525,299
Thomas Enqvist,0.10076253628266724,270
Ramkumar Ramanathan,0.1003026923478739,47
Max Purcell,0.10017685341964493,68
Nicolas Mahut,0.09971208957676701,373
Aleksandar Vukic,0.09944813281714304,66
Yasutaka Uchiyama,0.09838075435620858,34
Igor Sijsling,0.09832364963808655,140
Wayne Ferreira,0.09813607573043052,224
Andrey Rublev,0.0979890136420082,443
Austin Krajicek,0.09796441791654595,35
Rajeev Ram,0.09786606410068066,147
James Duckworth,0.09752136868846788,157
Raemon Sluiter,0.09749958283683742,213
Agustin Calleri,0.09734051218477391,393
Brandon Nakashima,0.09715221315082406,136
Alex Kuznetsov,0.09697580541486495,39
Izak Van Der Merwe,0.0967720999951626,32
Karen Khachanov,0.09674868246442232,393
Nicolas Escude,0.09662811452480832,206
Tallon Griekspoor,0.09650147031427192,152
Kenneth Carlsen,0.09624747004739456,202
Cyril Saulnier,0.09595788046984818,182
Bernard Tomic,0.09582103691932504,341
Jerome Golmard,0.09574559224571262,143
Patrick Rafter,0.09524884492997174,119
Tommy Haas,0.09521027593580846,710
Daniele Bracciali,0.09500000947339729,86
Daniel Nestor,0.09481848027703386,37
Nicolas Kiefer,0.0945832717808994,438
J J Wolf,0.0945067270075082,94
Christopher Oconnell,0.09446171632954659,96
Cedric Pioline,0.0942376805670367,117
Xavier Malisse,0.09365304039899884,531
Ivo Heuberger,0.09349277799358481,81
Sebastian Korda,0.09343854753623054,180
Marcos Baghdatis,0.09327674142417354,590
Janko Tipsarevic,0.09318249289732501,533
David Prinosil,0.09300454228819968,83
Philipp Petzschner,0.09277665703003976,196
Dmitry Tursunov,0.09259781250963925,451
Egor Gerasimov,0.09234331100512294,115
Nicolas Thomann,0.09193030862450574,37
Ivan Navarro,0.09150188054706955,100
Antony Dupuis,0.09135087852423503,193
Jesse Huta Galung,0.09092597457784814,42
Scott Draper,0.09081730184537545,58
Andy Murray,0.09080377644099484,977
Bradley Klahn,0.09077392403734195,56
Alexandre Simoni,0.09071782548921213,33
Grigor Dimitrov,0.09069286354066125,656
Stan Wawrinka,0.09044245480798305,893
Justin Gimelstob,0.09025836827979127,152
Stefanos Tsitsipas,0.09025168955452717,464
Frances Tiafoe,0.08969810168586778,338
Martin Damm Sr,0.08969228467617137,42
Ryan Harrison,0.08941858645051448,236
Stefano Travaglia,0.08918439850350324,81
Michal Przysiezny,0.08885989102031956,106
Grega Zemlja,0.0887685895218138,96
Arvind Parmar,0.08818054537442774,42
Fernando Gonzalez,0.08788594338127678,572
Ernesto Escobedo,0.08726361189783355,39
Ugo Humbert,0.08719978736479654,236
Sebastian Ofner,0.0866856457547316,69
Peter Gojowczyk,0.08666515880397162,152
Arthur Fils,0.08653957488258826,69
Jordan Thompson,0.0859610701609788,239
Paradorn Srichaphan,0.08582865214391006,418
Jack Sock,0.08560606243613905,275
Magnus Larsson,0.08551219521347135,58
Matthias Bachinger,0.08548685520322187,86
Sergiy Stakhovsky,0.08548545264838288,374
Alex Bolt,0.08536883615706366,42
Lleyton Hewitt,0.08514008081282752,799
Radek Stepanek,0.08464624552080822,678
Benjamin Bonzi,0.08463859613854575,99
Gianluca Mager,0.08458287811001214,58
Jan Siemerink,0.08457773965737193,56
Inigo Cervantes Huegun,0.08443905470496815,48
Alejandro Tabilo,0.08416165377636525,83
Lucas Pouille,0.08411958778396826,216
Michael Kohlmann,0.08394148626180893,46
James Ward,0.0838595415912028,84
Magnus Norman,0.08378156896970688,201
Zizou Bergs,0.08368947198777324,33
Denis Istomin,0.08360643513610823,463
Marc Gicquel,0.08330415218721064,205
Andreas Haider Maurer,0.08323733642182718,121
Andre Agassi,0.08224067166542418,358
Leonardo Mayer,0.08215656776506579,359
Joao Souza,0.08199906401223193,73
Kyle Edmund,0.08185120991659163,187
Zhizhen Zhang,0.08178430506690448,82
Roman Safiullin,0.08171433594101263,80
Maximilian Marterer,0.08159970800752098,95
Kristian Pless,0.08139346928983479,134
Robin Haase,0.08108069982823618,446
Jason Stoltenberg,0.08071561718150169,49
Lukas Rosol,0.08068079941258893,277
Jurij Rodionov,0.08062342630288599,43
Karol Beck,0.08053765876941565,181
Lukas Lacko,0.08010127466147686,229
Pablo Cuevas,0.07946936991040666,423
Kristof Vliegen,0.07912025125644034,212
Borna Coric,0.07911739834342975,354
Vladimir Voltchkov,0.0788388064710573,136
Novak Djokovic,0.07874859870238156,1294
Marcelo Rios,0.07843010428939519,182
Gilles Elseneer,0.07841527130510116,42
Jiri Vanek,0.07840153637054571,188
Matthew Ebden,0.07835849032755872,191
Mirza Basic,0.07833564621400664,67
Lorenzo Sonego,0.07824727711280578,270
Mohammad Ghareeb,0.07808494651035597,42
Daniel Altmaier,0.0778889640171657,108
Botic Van De Zandschulp,0.07784875704220148,164
James Blake,0.07777579813325805,620
Jiri Lehecka,0.07752538098533243,121
Thomaz Bellucci,0.07746150130614386,388
Robby Ginepri,0.07740424943569352,393
Jose Acasuso,0.07740285179717223,376
Richard Gasquet,0.07727783120903557,967
Julien Benneteau,0.07718996083598699,543
Orlin Stanoytchev,0.07714498549926395,30
Ramon Delgado,0.07714433450023736,111
Philipp Kohlschreiber,0.07674988913759945,829
Guillaume Rufin,0.0764740659003355,44
Sebastien Grosjean,0.07642996473404998,485
Michael Berrer,0.07605924497548529,233
Matteo Arnaldi,0.0758031727555036,66
Jared Donaldson,0.07572321260013783,66
Adrian Voinea,0.07548276749530379,121
Carlos Moya,0.07523353455415976,585
Karol Kucera,0.07515816789457716,193
Jens Knippschild,0.0749811063413312,42
Dominic Thiem,0.07494100442718064,486
Alex Calatrava,0.07490085666651347,135
Yevgeny Kafelnikov,0.07467471647140372,322
Horacio Zeballos,0.07456657098011601,182
Marko Tkalec,0.07446808510638298,30
Tuomas Ketola,0.0739549191566943,33
Kittipong Wachiramanowong,0.07378291565781674,32
Davide Sanguinetti,0.07357529955492682,295
Eric Taino,0.07357418367838868,31
Jannik Sinner,0.07330434981998775,303
Aqeel Khan,0.07298260517309728,68
Ilya Ivashka,0.07294768410750622,174
Guillermo Canas,0.07277517727471022,381
Marsel Ilhan,0.07273993280936736,87
Gianluca Pozzi,0.07257969812129812,80
Fernando Verdasco,0.07254215147785659,953
Tomas Martin Etcheverry,0.07241262927748303,106
Leander Paes,0.07189698135168955,40
Denis Kudla,0.07186887909534875,202
Chris Woodruff,0.07182940111388654,72
George Bastl,0.07177135713988521,123
Jason Kubler,0.0716004654919332,62
Laslo Djere,0.07159194912558259,265
Ruben Bemelmans,0.07156625420792584,80
Andrei Pavel,0.07128021282712532,396
Juan Balcells,0.07111597736885915,84
Thiago Monteiro,0.07108327884295015,171
Michael Mmoh,0.07090855275447468,66
Jose Rubin Statham,0.07081864812708469,46
Ivo Minar,0.07046835623290036,104
Jurgen Melzer,0.07040571443916054,685
David Goffin,0.07036123473152088,496
Kevin Kim,0.07021671929336282,138
Thiago Seyboth Wild,0.07020595903079312,60
Andrey Kuznetsov,0.07007279155297401,144
Tim Henman,0.07001312593415825,449
Casper Ruud,0.0700000577032016,347
