Winner,Grass
Federer R.,12
Djokovic N.,11
Raonic M.,9
Mannarino A.,9
Kyrgios N.,7
Chardy J.,7
Ebden M.,7
Anderson K.,6
Cilic M.,6
Zverev M.,6
Tsitsipas S.,6
Vesely J.,6
Khachanov K.,5
Nishikori K.,5
Dzumhur D.,5
Lacko L.,5
Lopez F.,5
Johnson S.,5
Mcdonald M.,5
Coric B.,5
Isner J.,5
Nadal R.,5
Monfils G.,5
Pella G.,4
Medvedev D.,4
Haase R.,4
Tomic B.,4
Edmund K.,4
Tiafoe F.,4
Sugita Y.,4
Kudla D.,4
Kukushkin M.,4
Paire B.,4
Simon G.,4
Del Potro J.M.,4
Gasquet R.,4
Ramanathan R.,4
Querrey S.,4
Bautista Agut R.,3
Seppi A.,3
Kohlschreiber P.,3
Basilashvili N.,3
Muller G.,3
Istomin D.,3
Garcia-Lopez G.,3
Herbert P.H.,3
Smyczek T.,3
Millman J.,3
Copil M.,3
Gulbis E.,3
Granollers M.,3
Pouille L.,3
Zverev A.,2
Sela D.,2
Novak D.,2
Wawrinka S.,2
Struff J.L.,2
Norrie C.,2
Jung J.,2
Karlovic I.,2
Pospisil V.,2
Shapovalov D.,2
Mayer F.,2
Mayer L.,2
Sousa J.,2
Albot R.,2
Donaldson J.,2
Cecchinato M.,2
Fabbiano T.,2
Fognini F.,2
Benneteau J.,2
De Minaur A.,2
Molleker R.,1
Jarry N.,1
Jaziri M.,1
Berdych T.,1
Schwartzman D.,1
Robert S.,1
Marterer M.,1
Ferrer D.,1
Baghdatis M.,1
Klahn B.,1
Thompson J.,1
Thiem D.,1
Donskoy E.,1
Basic M.,1
Stakhovsky S.,1
Kavcic B.,1
Berrettini M.,1
Clarke J.,1
Gunneswaran P.,1
Berankis R.,1
Mahut N.,1
Zeballos H.,1
Lorenzi P.,1
Fucsovics M.,1
Dimitrov G.,1
Verdasco F.,1
Fritz T.,1
Bolt A.,1
Murray A.,1
Bolelli S.,1
Harrison C.,1
Harrison R.,1
Bemelmans R.,1
Lajovic D.,1
Bedene A.,1
Sandgren T.,0
Ruud C.,0
Galovic V.,0
Rublev A.,0
Rubin N.,0
Rosol L.,0
Roca Batalla O.,0
Berlocq C.,0
Quiroz R.,0
Bhambri Y.,0
Popyrin A.,0
Polansky P.,0
Broady L.,0
Pavlasek A.,0
Paul T.,0
Ramos-Vinolas A.,0
Sousa P.,0
Skugor F.,0
Bellucci T.,0
Andreozzi G.,0
Zopp J.,0
Zapata Miralles B.,0
Youzhny M.,0
Young D.,0
Ymer M.,0
Ymer E.,0
Wu Y.,0
Andujar P.,0
Watanuki Y.,0
Arnaboldi A.,0
Vatutin A.,0
Tsonga J.W.,0
Auger-Aliassime F.,0
Trungelliti M.,0
Troicki V.,0
Travaglia S.,0
Bachinger M.,0
Taberner C.,0
Bagnis F.,0
Ouahab L.,0
Sonego L.,0
Sock J.,0
Bublik A.,0
Moutet C.,0
Otte O.,0
Opelka R.,0
Krueger M.,0
Krajinovic F.,0
Kokkinakis T.,0
Duckworth J.,0
Koepfer D.,0
Klizan M.,0
Kicker N.,0
Dutra Silva R.,0
Elias G.,0
Escobedo E.,0
Estrella Burgos V.,0
Ivashka I.,0
Hurkacz H.,0
Humbert U.,0
Huesler M.A.,0
Horansky F.,0
Hemery C.,0
Harris L.,0
Hanfmann Y.,0
Halys Q.,0
Fratangelo B.,0
Griekspoor T.,0
Gojowczyk P.,0
Goffin D.,0
Giron M.,0
Giraldo S.,0
Giannessi A.,0
Kubler J.,0
Kuhn N.,0
Domingues J.,0
Clezar G.,0
Ojeda Lara R.,0
Ofner S.,0
Carballes Baena R.,0
Carreno Busta P.,0
Nishioka Y.,0
Caruso S.,0
Munar J.,0
Chung H.,0
Gerasimov E.,0
Monteiro T.,0
Mmoh M.,0
Millot V.,0
Menendez-Maceiras A.,0
Dolgopolov O.,0
Melzer J.,0
Melzer G.,0
Coria F.,0
Cuevas P.,0
Daniel T.,0
Masur D.,0
Martin A.,0
Delbonis F.,0
Maden Y.,0
Lestienne C.,0
Djere L.,0
Laaksonen H.,0
Kovalik J.,0
