Winner,Clay
Alcaraz C.,26
Ruud C.,25
Schwartzman D.,20
Baez S.,20
Ramos-Vinolas A.,19
Tsitsipas S.,17
Zverev A.,15
Sinner J.,15
Djokovic N.,15
Rune H.,14
Cerundolo F.,14
Musetti L.,14
Rublev A.,14
Molcan A.,14
Kecmanovic M.,13
Martinez P.,12
Coria F.,12
Goffin D.,12
Fognini F.,11
Davidovich Fokina A.,11
Norrie C.,11
Carreno Busta P.,11
Auger-Aliassime F.,11
Khachanov K.,10
Dimitrov G.,10
Van De Zandschulp B.,10
Djere L.,10
Tabilo A.,10
Nadal R.,10
Hurkacz H.,9
De Minaur A.,9
Gasquet R.,9
Cilic M.,9
Munar J.,9
Garin C.,9
Korda S.,8
Delbonis F.,8
Tiafoe F.,8
Sonego L.,8
Isner J.,7
Zapata Miralles B.,7
Carballes Baena R.,7
Sousa J.,7
Ruusuvuori E.,7
Thiem D.,7
Krajinovic F.,6
Hanfmann Y.,6
Lajovic D.,6
Monteiro T.,6
Otte O.,6
Opelka R.,6
Andujar P.,5
Ivashka I.,5
Bautista Agut R.,5
Fritz T.,5
Karatsev A.,5
Basilashvili N.,5
Taberner C.,5
Evans D.,4
Cecchinato M.,4
Dellien H.,4
Shapovalov D.,4
Griekspoor T.,4
Lehecka J.,4
Londero J.I.,4
Berrettini M.,4
Bagnis F.,4
Misolic F.,4
Verdasco F.,4
Gaston H.,4
Galan D.E.,4
Fucsovics M.,4
Mcdonald M.,3
Medvedev D.,3
Kyrgios N.,3
Kwon S.W.,3
Ymer E.,3
Zeppieri G.,3
Nakashima B.,3
Varillas J.P.,3
Agamenone F.,3
Cuevas P.,3
Coric B.,3
Bedene A.,3
Humbert U.,2
Brooksby J.,2
Gerasimov E.,2
Murray A.,2
Giron M.,2
Daniel T.,2
Paul T.,2
Majchrzak K.,2
Guinard M.,2
Bublik A.,2
Simon G.,2
Brouwer G.,2
Harris L.,2
Watanuki Y.,2
Kokkinakis T.,2
Jarry N.,2
Ymer M.,2
Johnson S.,2
Wawrinka S.,2
Moutet C.,2
Seyboth Wild T.,1
Pouille L.,1
Altmaier D.,1
Stricker D.,1
Thompson J.,1
Etcheverry T.,1
Nikles J.,1
O Connell C.,1
Draper J.,1
Ugo Carabelli C.,1
Paire B.,1
Wolf J.J.,1
Varillas J. P.,1
Ficovich J.P.,1
Pucinelli de Almeida M.,1
Querrey S.,1
Borges N.,1
Ritschard A.,1
Rodionov J.,1
Cressy M.,1
Barrere G.,1
Basic M.,1
Safiullin R.,1
Cachin P.,1
Bonzi B.,1
Ofner S.,1
Kopriva V.,1
Gojo B.,1
Kubler J.,1
Monfils G.,1
Laaksonen H.,1
Kovalik J.,1
Kotov P.,1
Mannarino A.,1
Kolar Z.,1
Gombos N.,1
Krueger M.,1
Huesler M.A.,1
Jaziri M.,1
Mmoh M.,1
Millman J.,1
Milojevic N.,1
Holt B.,0
Berankis R.,0
Alvarez Varona N.,0
Bhambri Y.,0
Kovacevic A.,0
Struff J.L.,0
Tseng C. H.,0
Kozlov S.,0
Stebe C.M.,0
Broady L.,0
Zhang Zh.,0
Travaglia S.,0
Bellier A.,0
Tseng C.H.,0
Hijikata R.,0
Tsonga J.W.,0
Uchida K.,0
Herbert P.H.,0
Harrison C.,0
Van Rijthoven T.,0
Anderson K.,0
Kohlschreiber P.,0
Koepfer D.,0
Vesely J.,0
Vukic A.,0
Wu Y.,0
Hernandez A.,0
Moriya H.,0
Albot R.,0
Sock J.,0
Duckworth J.,0
Marterer M.,0
Passaro F.,0
Martin A.,0
Gojowczyk P.,0
Istomin D.,0
Novak D.,0
Noguchi R.,0
Shelton B.,0
Nishioka Y.,0
Nava E.,0
Nardi L.,0
Dzumhur D.,0
Edmund K.,0
Eubanks C.,0
Peniston R.,0
Popyrin A.,0
Pospisil V.,0
Mager G.,0
Purcell M.,0
Machac T.,0
Gray A.,0
Rinderknech A.,0
Lestienne C.,0
Leshem E.,0
Grenier H.,0
Lazarov A.,0
Cerundolo J.M.,0
Celikbilek A.,0
Halys Q.,0
Seppi A.,0
Kudla D.,0
Kukushkin M.,0
