Winner,Hard
Federer R.,41
Nadal R.,40
Goffin D.,39
Dimitrov G.,39
Sock J.,33
Dzumhur D.,31
Del Potro J.M.,30
Bautista Agut R.,30
Zverev A.,29
Tsonga J.W.,27
Kyrgios N.,24
Querrey S.,23
Mannarino A.,23
Isner J.,23
Edmund K.,22
Thiem D.,21
Schwartzman D.,21
Young D.,20
Gasquet R.,19
Cilic M.,19
Pouille L.,18
Zverev M.,18
Verdasco F.,18
Anderson K.,18
Fognini F.,18
Donaldson J.,17
Kohlschreiber P.,17
Johnson S.,17
Paire B.,17
Berdych T.,17
Struff J.L.,16
Carreno Busta P.,16
Muller G.,16
Troicki V.,16
Haase R.,15
Nishikori K.,15
Harrison R.,15
Basilashvili N.,14
Baghdatis M.,14
Wawrinka S.,14
Medvedev D.,14
Raonic M.,14
Dolgopolov O.,13
Jaziri M.,13
Fritz T.,13
Coric B.,12
Darcis S.,12
Mahut N.,12
Murray A.,12
Monfils G.,12
Istomin D.,11
Chardy J.,11
Chung H.,11
Sela D.,11
Sugita Y.,11
Ferrer D.,11
Rublev A.,10
Djokovic N.,10
Sousa J.,10
Pella G.,10
Benneteau J.,10
Ramos-Vinolas A.,9
Seppi A.,9
Gojowczyk P.,9
Simon G.,9
Lu Y.H.,9
Nishioka Y.,9
Evans D.,9
Lorenzi P.,9
Lajovic D.,8
Karlovic I.,8
Lopez F.,8
Shapovalov D.,8
Youzhny M.,7
Kukushkin M.,7
Vesely J.,7
Thompson J.,7
Laaksonen H.,7
Paul T.,6
Tiafoe F.,6
Lacko L.,6
Herbert P.H.,6
Khachanov K.,6
Krajinovic F.,6
Cuevas P.,6
Bedene A.,6
Berankis R.,6
Kuznetsov An.,5
Donskoy E.,5
Zeballos H.,5
Copil M.,5
Bhambri Y.,5
Escobedo E.,5
Brown D.,5
Klizan M.,5
Mayer L.,4
Tsitsipas S.,4
Ebden M.,4
Dutra Silva R.,4
Fucsovics M.,4
Kokkinakis T.,4
De Schepper K.,4
Delbonis F.,4
Basic M.,3
Fratangelo B.,3
Pospisil V.,3
Bemelmans R.,3
Berlocq C.,3
Stepanek R.,3
Stakhovsky S.,3
Fabbiano T.,3
Bublik A.,3
Tomic B.,3
Millman J.,3
Granollers M.,3
Almagro N.,3
Garcia-Lopez G.,3
King D.,3
Albot R.,3
De Minaur A.,2
Janowicz J.,2
Monteiro T.,2
Kovalik J.,2
Millot V.,2
Halys Q.,2
Zhang Zh.,2
Gombos N.,2
Stebe C.M.,2
Marchenko I.,2
Sandgren T.,2
Polansky P.,2
Broady L.,2
Eubanks C.,2
Ramanathan R.,1
Bellucci T.,1
De Greef A.,1
Giraldo S.,1
Tipsarevic J.,1
Daniel T.,1
Bagnis F.,1
Robert S.,1
Robredo T.,1
Rubin N.,1
Zopp J.,1
Santillan A.,1
Groth S.,1
Gulbis E.,1
Brands D.,1
Rosol L.,1
Olivo R.,1
Opelka R.,1
Menendez-Maceiras A.,1
Estrella Burgos V.,1
Krueger M.,1
Elias G.,1
Maden Y.,1
Barton M.,1
Wu D.,1
Uchiyama Y.,1
Mathieu P.H.,1
Mayer F.,1
Ymer E.,1
Whittington A.,1
Melzer G.,1
Tursunov D.,1
Klein B.,1
Djere L.,1
King E.,1
Norrie C.,1
Novak D.,1
Travaglia S.,1
Smyczek T.,1
Bolelli S.,0
Andreozzi G.,0
Trungelliti M.,0
Zekic M.,0
Altmaier D.,0
Souza J.,0
Balazs A.,0
Sousa P.,0
Haas T.,0
Bonzi B.,0
Kozlov S.,0
Martin A.,0
El Amrani R.,0
Lapentti G.,0
Falla A.,0
Kudla D.,0
Kravchuk K.,0
Gaio F.,0
Skugor F.,0
Kicker N.,0
Giannessi A.,0
Kamke T.,0
Gonzalez M.,0
Ilhan M.,0
Hanfmann Y.,0
Montanes A.,0
Domingues J.,0
Dodig I.,0
Napolitano S.,0
Del Potro J. M.,0
Novikov D.,0
Ofner S.,0
Pavlasek A.,0
Dancevic F.,0
Quinzi G.,0
Ram R.,0
Cecchinato M.,0
Ruud C.,0
Safwat M.,0
Sakharov G.,0
Carballes Baena R.,0
Silva F.F.,0
Ahouda A.,0
