Winner,Hard
Sinner J.,51
Zverev A.,35
Dimitrov G.,33
Rune H.,32
Rublev A.,32
Medvedev D.,29
Shelton B.,29
Thompson J.,29
Humbert U.,28
Khachanov K.,28
De Minaur A.,28
Draper J.,26
Paul T.,25
Lehecka J.,25
Tiafoe F.,24
Alcaraz C.,24
Michelsen A.,23
Fritz T.,23
Machac T.,23
Cobolli F.,21
Ruud C.,21
Shang J.,21
Fils A.,20
Korda S.,19
Popyrin A.,19
Tsitsipas S.,18
O Connell C.,17
Musetti L.,17
Griekspoor T.,17
Monfils G.,17
Arnaldi M.,17
Hurkacz H.,17
Marozsan F.,17
Bublik A.,16
Mensik J.,15
Shevchenko A.,15
Shapovalov D.,15
Giron M.,15
Goffin D.,15
Kecmanovic M.,14
Rinderknech A.,14
Davidovich Fokina A.,14
Safiullin R.,13
Nakashima B.,13
Djokovic N.,13
Borges N.,13
Mannarino A.,13
Tabilo A.,13
Sonego L.,12
Auger-Aliassime F.,12
Hijikata R.,12
Bautista Agut R.,12
Nishioka Y.,11
Ruusuvuori E.,11
Etcheverry T.,10
Zhang Zh.,10
Norrie C.,10
Carballes Baena R.,10
Vukic A.,10
Cerundolo F.,10
Cazaux A.,9
Bergs Z.,9
Muller A.,9
Purcell M.,8
Mpetshi G.,8
Kokkinakis T.,8
Daniel T.,8
Seyboth Wild T.,8
Van De Zandschulp B.,8
Bu Y.,8
Coric B.,8
Koepfer D.,7
Jarry N.,7
Altmaier D.,7
Hanfmann Y.,7
Kotov P.,7
Kovacevic A.,7
Struff J.L.,7
Carreno Busta P.,7
Nishikori K.,6
Ofner S.,6
Gaston H.,6
Evans D.,6
Bellucci M.,6
Klein L.,6
Djere L.,6
Diallo G.,6
Berrettini M.,6
Cilic M.,6
Eubanks C.,6
Wawrinka S.,5
Murray A.,5
Baez S.,5
Fucsovics M.,5
Bonzi B.,5
Van Assche L.,5
Duckworth J.,5
Medjedovic H.,4
Moutet C.,4
Martinez P.,4
Stricker D.,4
Svajda Z.,4
Lajovic D.,4
Halys Q.,4
Mayot H.,3
Navone M.,3
Tien L.,3
Mmoh M.,3
Kypson P.,3
Kachmazov A.,3
Raonic M.,3
Lestienne C.,3
Fognini F.,2
Krueger M.,2
Nadal R.,2
Darderi L.,2
Munar J.,2
Damm M.,2
Hong S.,2
Comesana F.,2
Albot R.,2
Zhukayev B.,2
Gasquet R.,2
Uchiyama Y.,2
Nardi L.,2
Kukushkin M.,2
Virtanen O.,2
Watanuki Y.,2
Zhou Y.,2
Karatsev A.,2
Grenier H.,2
Opelka R.,2
Galan D.E.,2
Wu Y.,2
Engel J.,1
Fearnley J.,1
Pouille L.,1
Bolt A.,1
Diaz Acosta F.,1
Schoolkate T.,1
De Jong J.,1
Broady L.,1
Vavassori A.,1
Barrere G.,1
Walton A.,1
Wolf J.J.,1
Wong C.,1
Zeppieri G.,1
Atmane T.,1
Garin C.,1
Kwon S.W.,1
Nagal S.,1
Marterer M.,1
Paire B.,1
Huesler M.A.,1
Herbert P.H.,1
Nava E.,1
Mcdonald M.,1
Moreno De Alboran N.,1
Llamas Ruiz P.,1
Kubler J.,1
Kudla D.,1
Landaluce M.,1
Gomez F.,1
Barrios M.,0
Tirante T.A.,0
Trungelliti M.,0
Tseng C. H.,0
Monteiro T.,0
Hussey G.,0
Ugo Carabelli C.,0
Blanchet U.,0
Yevseyev D.,0
Varillas J.P.,0
Zapata Miralles B.,0
Molleker R.,0
Misolic F.,0
Jorda Sanchis D.,0
Moro Canas A.,0
Jubb P.,0
Meligeni Alves F.,0
Bagnis F.,0
Kovalik J.,0
Passaro F.,0
Burruchaga R.,0
Brouwer G.,0
Thiem D.,0
Gigante M.,0
Quinn E.,0
Ramos-Vinolas A.,0
Hardt N.,0
Riedi L.,0
Fonseca J.,0
Rocha H.,0
Rodionov J.,0
Neumayer L.,0
Napolitano S.,0
Dodig M.,0
Harris B.,0
Dellien H.,0
Harris L.,0
Heide G.,0
Cressy M.,0
Coria F.,0
Skatov T.,0
Spizzirri E.,0
Squire H.,0
Choinski J.,0
Cerundolo J.M.,0
Cachin P.,0
Ajdukovic D.,0
