Winner,Grass
Murray A.,12
Mahut N.,12
Lopez F.,9
Hewitt L.,9
Dodig I.,7
Youzhny M.,7
Del Potro J.M.,7
Seppi A.,6
Berdych T.,6
Sijsling I.,6
Djokovic N.,6
Verdasco F.,6
Cilic M.,5
Federer R.,5
Haas T.,5
Tomic B.,5
Janowicz J.,5
De Schepper K.,5
Hernych J.,5
Chardy J.,4
Gasquet R.,4
Melzer J.,4
Kudla D.,4
Kubot L.,4
Mannarino A.,4
Isner J.,4
Ferrer D.,4
Tsonga J.W.,4
Wawrinka S.,4
Zemlja G.,4
Malisse X.,4
Dolgopolov O.,3
Llodra M.,3
Gulbis E.,3
Garcia-Lopez G.,3
Bautista R.,3
Becker B.,3
Stepanek R.,3
Paire B.,3
Stakhovsky S.,3
Przysiezny M.,3
Simon G.,3
Benneteau J.,3
Russell M.,3
Matosevic M.,2
Karlovic I.,2
Giraldo S.,2
Troicki V.,2
Robredo T.,2
Kohlschreiber P.,2
Mayer F.,2
Ram R.,2
Kuznetsov An.,2
Pospisil V.,2
Nishikori K.,2
Monfils G.,2
Lu Y.H.,2
Monaco J.,2
Mayer L.,2
Almagro N.,2
Zverev M.,2
Brown D.,2
Brands D.,2
Fognini F.,2
Anderson K.,2
Dimitrov G.,2
Donskoy E.,2
Evans D.,2
Levine J.,1
Rufin G.,1
Lorenzi P.,1
Berlocq C.,1
De Bakker T.,1
Kuznetsov Al.,1
Smyczek T.,1
Soeda G.,1
Edmund K.,1
Rosol L.,1
Mathieu P.H.,1
Roger-Vasselin E.,1
Kamke T.,1
Darcis S.,1
Blake J.,1
Robert S.,1
Copil M.,1
Reynolds B.,1
Reister J.,1
Raonic M.,1
Ramos A.,1
Querrey S.,1
Nieminen J.,1
Klizan M.,1
Sock J.,1
Haase R.,1
Wang J.,1
Stebe C.M.,1
Bedene A.,1
Struff J.L.,1
Amritraj P.,1
Sugita Y.,1
Istomin D.,1
Harrison R.,1
Basic M.,1
Starace P.,0
Young D.,0
Volandri F.,0
Andujar P.,0
Weintraub A.,0
Williams R.,0
Bolelli S.,0
Ramirez-Hidalgo R.,0
Bogomolov A.,0
Zeballos H.,0
Rochus O.,0
Pouille L.,0
Zopp J.,0
Pospisil J.,0
Phau B.,0
Petzschner P.,0
Viola M.,0
Baghdatis M.,0
Bachinger M.,0
Tursunov D.,0
Souza J.,0
Sousa J.,0
Stebe C-M.,0
Pella G.,0
Bemelmans R.,0
Berankis R.,0
Sela D.,0
Schwartzman D.,0
Safwat M.,0
Berrer M.,0
Thiem D.,0
Tipsarevic J.,0
Baker B.,0
Trungelliti M.,0
Bellucci T.,0
Garin C.,0
Capdeville P.,0
Peliwo F.,0
Hajek J.,0
Kavcic B.,0
Elias G.,0
Jones G.,0
Johnson S.,0
Johansson J.,0
Estrella Burgos V.,0
Ito T.,0
Falla A.,0
Fish M.,0
Herbert P.H.,0
Harrison C.,0
Hanescu V.,0
Haider-Maurer A.,0
Klahn B.,0
Fucsovics M.,0
Guccione C.,0
Groth S.,0
Granollers M.,0
Gonzalez M.,0
Gomez E.,0
Golubev A.,0
Gojowczyk P.,0
Goffin D.,0
Gabashvili T.,0
Ginepri R.,0
Gimeno-Traver D.,0
Khachanov K.,0
Alund M.,0
Olivetti A.,0
Mecir M.,0
Olaso G.,0
Odesnik W.,0
Brugues-Davi A.,0
Nalbandian D.,0
Nadal R.,0
Ghem A.,0
Munoz-De La Nava D.,0
Muller G.,0
Montanes A.,0
Carreno-Busta P.,0
Cipolla F.,0
Millman J.,0
Cuevas P.,0
Kravchuk K.,0
Dancevic F.,0
Davydenko N.,0
Delbonis F.,0
Devvarman S.,0
Langer N.,0
Lacko L.,0
Laaksonen H.,0
Kyrgios N.,0
Duckworth J.,0
Kukushkin M.,0
Dutra Silva R.,0
Ebden M.,0
Korolev E.,0
