Winner,Clay
Nadal R.,24
Thiem D.,22
Ramos-Vinolas A.,22
Carreno Busta P.,20
Schwartzman D.,17
Zverev A.,16
Fognini F.,15
Zeballos H.,15
Cuevas P.,14
Goffin D.,14
Lorenzi P.,14
Vesely J.,14
Khachanov K.,13
Djokovic N.,13
Kohlschreiber P.,12
Cilic M.,12
Ferrer D.,12
Nishikori K.,12
Sousa J.,12
Wawrinka S.,12
Dolgopolov O.,12
Bellucci T.,11
Bautista Agut R.,11
Raonic M.,11
Pouille L.,10
Kicker N.,10
Struff J.L.,10
Chung H.,10
Murray A.,10
Verdasco F.,10
Anderson K.,10
Berdych T.,10
Kuznetsov An.,9
Coric B.,9
Bedene A.,9
Lopez F.,8
Johnson S.,8
Paire B.,8
Monteiro T.,8
Berlocq C.,8
Olivo R.,7
Mayer L.,7
Isner J.,7
Delbonis F.,7
Almagro N.,7
Haase R.,7
Estrella Burgos V.,7
Edmund K.,6
Dutra Silva R.,6
Mayer F.,6
Melzer G.,6
Basilashvili N.,6
Djere L.,6
Hanfmann Y.,6
Pella G.,6
Troicki V.,6
Klizan M.,5
Robredo T.,5
Muller G.,5
Giannessi A.,5
Rublev A.,5
Ruud C.,5
Querrey S.,5
Zverev M.,5
Simon G.,5
Tsonga J.W.,5
Lajovic D.,5
Del Potro J.M.,5
Harrison R.,4
Sock J.,4
Elias G.,4
Haas T.,4
Dimitrov G.,4
Chardy J.,4
Istomin D.,4
Laaksonen H.,3
Albot R.,3
Daniel T.,3
Tomic B.,3
Stebe C.M.,3
Brown D.,3
Ofner S.,3
Carballes Baena R.,3
Sugita Y.,3
Karlovic I.,3
Seppi A.,3
Dodig I.,3
Kyrgios N.,3
Escobedo E.,3
Monfils G.,3
Gulbis E.,3
Gasquet R.,3
Garcia-Lopez G.,2
Bagnis F.,2
Evans D.,2
Mannarino A.,2
Fratangelo B.,2
Tipsarevic J.,2
Thompson J.,2
Gaio F.,2
Giraldo S.,2
Copil M.,2
Dzumhur D.,2
Donaldson J.,2
Darcis S.,2
Stakhovsky S.,2
Ram R.,2
Del Potro J. M.,2
Herbert P.H.,2
Kukushkin M.,2
Silva F.F.,1
Montanes A.,1
Napolitano S.,1
Quinzi G.,1
Sakharov G.,1
Skugor F.,1
Sousa P.,1
Souza J.,1
Trungelliti M.,1
Youzhny M.,1
Zekic M.,1
Martin A.,1
Ahouda A.,1
Mahut N.,1
Falla A.,1
El Amrani R.,1
Fucsovics M.,1
Ebden M.,1
Domingues J.,1
Gombos N.,1
Gonzalez M.,1
De Schepper K.,1
Granollers M.,1
De Greef A.,1
Cecchinato M.,1
Bonzi B.,1
Bolelli S.,1
Balazs A.,1
Andreozzi G.,1
Lapentti G.,1
Kravchuk K.,1
Barton M.,0
Dancevic F.,0
De Minaur A.,0
Young D.,0
Baghdatis M.,0
Donskoy E.,0
Smyczek T.,0
Zhang Zh.,0
Zopp J.,0
Altmaier D.,0
Eubanks C.,0
Shapovalov D.,0
Fabbiano T.,0
Ymer E.,0
Stepanek R.,0
Basic M.,0
Wu D.,0
Bublik A.,0
Broady L.,0
Brands D.,0
Tiafoe F.,0
Whittington A.,0
Travaglia S.,0
Bhambri Y.,0
Berankis R.,0
Tsitsipas S.,0
Benneteau J.,0
Tursunov D.,0
Uchiyama Y.,0
Bemelmans R.,0
Sela D.,0
Federer R.,0
Santillan A.,0
Krueger M.,0
Novak D.,0
Norrie C.,0
Nishioka Y.,0
King E.,0
Klein B.,0
Kokkinakis T.,0
Kovalik J.,0
Kozlov S.,0
Kudla D.,0
Sandgren T.,0
Millot V.,0
Millman J.,0
Menendez-Maceiras A.,0
Lacko L.,0
Medvedev D.,0
Lu Y.H.,0
Mathieu P.H.,0
Maden Y.,0
Novikov D.,0
King D.,0
Kamke T.,0
Opelka R.,0
Marchenko I.,0
Safwat M.,0
Fritz T.,0
Rubin N.,0
Rosol L.,0
Gojowczyk P.,0
Robert S.,0
Ramanathan R.,0
Groth S.,0
Halys Q.,0
Ilhan M.,0
Pospisil V.,0
Polansky P.,0
Janowicz J.,0
Pavlasek A.,0
Paul T.,0
Jaziri M.,0
Krajinovic F.,0
