Winner,Grass
Berrettini M.,11
Auger-Aliassime F.,10
Cilic M.,9
Shapovalov D.,9
Thompson J.,9
De Minaur A.,8
Querrey S.,8
Humbert U.,8
Bublik A.,7
Djokovic N.,7
Rublev A.,7
Medvedev D.,7
Sonego L.,6
Anderson K.,6
Norrie C.,6
Fucsovics M.,5
Hurkacz H.,5
Federer R.,5
Khachanov K.,5
Ivashka I.,5
Korda S.,5
Harris L.,4
Tiafoe F.,4
Evans D.,4
Mannarino A.,4
Lopez F.,4
Basilashvili N.,4
Zverev A.,4
Bautista Agut R.,4
Brooksby J.,4
Seppi A.,3
Sandgren T.,3
Gojowczyk P.,3
Rodionov J.,3
Garin C.,3
Pospisil V.,3
Fognini F.,3
Purcell M.,3
Kudla D.,3
Duckworth J.,3
Murray A.,3
Kwon S.W.,3
Giron M.,3
Jung J.,2
Moutet C.,2
Koepfer D.,2
Vesely J.,2
Ruud C.,2
Broady L.,2
Carreno Busta P.,2
Schwartzman D.,2
Bedene A.,2
Martinez P.,2
Millman J.,2
Gerasimov E.,2
Fritz T.,2
Sock J.,2
Kohlschreiber P.,2
Draper J.,2
Kyrgios N.,2
Nishikori K.,2
Cressy M.,2
Stricker D.,2
Djere L.,1
Polmans M.,1
Bonzi B.,1
Dimitrov G.,1
Hoang A.,1
Klein L.,1
Mager G.,1
Alcaraz C.,1
Kecmanovic M.,1
Ruusuvuori E.,1
Van De Zandschulp B.,1
Johnson S.,1
Popyrin A.,1
Karatsev A.,1
Karlovic I.,1
Davidovich Fokina A.,1
Nishioka Y.,1
Andujar P.,1
Lajovic D.,1
Travaglia S.,1
Monfils G.,1
Troicki V.,1
Lacko L.,1
Galan D.E.,1
Chardy J.,1
Gasquet R.,1
Struff J.L.,1
Ofner S.,1
Sugita Y.,1
Ymer M.,1
Rinderknech A.,1
Otte O.,1
Bolt A.,1
Hanfmann Y.,1
Pouille L.,0
Wawrinka S.,0
Paire B.,0
Ymer E.,0
Pella G.,0
Paul T.,0
Opelka R.,0
O Connell C.,0
Novak D.,0
Zapata Miralles B.,0
Nakashima B.,0
Watanuki Y.,0
Thiem D.,0
Vukic A.,0
Quiroz R.,0
Taberner C.,0
Sweeny D.,0
Svajda Z.,0
Stebe C.M.,0
Tomic B.,0
Torpegaard M.,0
Stakhovsky S.,0
Sousa P.,0
Sousa J.,0
Trungelliti M.,0
Nadal R.,0
Tsitsipas S.,0
Skatov T.,0
Sinner J.,0
Simon G.,0
Tsonga J.W.,0
Seyboth Wild T.,0
Uchiyama Y.,0
Varillas J. P.,0
Vavassori A.,0
Safiullin R.,0
Tabilo A.,0
Verdasco F.,0
Rune H.,0
Raonic M.,0
Ramos-Vinolas A.,0
Vilella Martinez M.,0
Nagal S.,0
Ajdukovic D.,0
Musetti L.,0
Coria F.,0
Couacaud E.,0
Cuevas P.,0
Daniel T.,0
Delbonis F.,0
Dellien H.,0
Donskoy E.,0
Dzumhur D.,0
Ebden M.,0
Erler A.,0
Escobedo E.,0
Etcheverry T.,0
Eubanks C.,0
Fratangelo B.,0
Gaio F.,0
Gaston H.,0
Coric B.,0
Cobolli F.,0
Munar J.,0
Cerundolo J.M.,0
Altmaier D.,0
Andreev A.,0
Baez S.,0
Bagnis F.,0
Barrere G.,0
Berankis R.,0
Bergs Z.,0
Borges N.,0
Bourchier H.,0
Carballes Baena R.,0
Caruso S.,0
Cazaux A.,0
Cecchinato M.,0
Celikbilek A.,0
Cerundolo F.,0
Giannessi A.,0
Goffin D.,0
Gombos N.,0
Gomez E.,0
Laaksonen H.,0
Lamasine T.,0
Lu Y.,0
Machac T.,0
Majchrzak K.,0
Marchenko I.,0
Marcora R.,0
Martin A.,0
Mcdonald M.,0
Milojevic N.,0
Mmoh M.,0
Molcan A.,0
Monteiro T.,0
Moraing M.,0
Muller A.,0
Kuzmanov D.,0
Kukushkin M.,0
Albot R.,0
Isner J.,0
Grenier H.,0
Griekspoor T.,0
Haase R.,0
Harris A.,0
Harrison C.,0
Herbert P.H.,0
Jarry N.,0
Kubler J.,0
Jaziri M.,0
Kokkinakis T.,0
Kopriva V.,0
Kovalik J.,0
Krajinovic F.,0
Krstin P.,0
Kuhn N.,0
