Winner,Clay
Ruud C.,17
Garin C.,15
Schwartzman D.,15
Djere L.,11
Djokovic N.,11
Rublev A.,10
Tsitsipas S.,9
Nadal R.,9
Delbonis F.,8
Ramos-Vinolas A.,7
Hanfmann Y.,7
Cecchinato M.,7
Lajovic D.,7
Sinner J.,7
Monteiro T.,7
Martinez P.,7
Sonego L.,7
Londero J.I.,7
Cuevas P.,6
Seyboth Wild T.,6
Dimitrov G.,6
Thiem D.,6
Kecmanovic M.,5
Shapovalov D.,5
Musetti L.,5
Koepfer D.,5
Balazs A.,5
Coria F.,5
Carballes Baena R.,5
Mager G.,5
Coric B.,4
Travaglia S.,4
Humbert U.,4
Vesely J.,4
Bautista Agut R.,4
Sousa P.,4
Carreno Busta P.,4
Martin A.,4
Berrettini M.,4
Khachanov K.,4
Moutet C.,3
Pella G.,3
Andujar P.,3
Hurkacz H.,3
Korda S.,3
Altmaier D.,3
Huesler M.A.,3
Zverev A.,3
Olivo R.,3
Paul T.,3
Bublik A.,3
Gaston H.,3
Fucsovics M.,3
Bedene A.,2
Marterer M.,2
Anderson K.,2
Munar J.,2
Davidovich Fokina A.,2
Cilic M.,2
Krajinovic F.,2
Nishikori K.,2
Nishioka Y.,2
Fritz T.,2
Caruso S.,2
Gombos N.,2
Galan D.,2
Wawrinka S.,2
Lopez F.,2
Petrovic D.,2
Dellien H.,2
Mcdonald M.,1
Tabilo A.,1
Struff J.L.,1
Sock J.,1
Taberner C.,1
Millman J.,1
Milojevic N.,1
Thompson J.,1
Polmans M.,1
Sandgren T.,1
Varillas J.P.,1
Rodionov J.,1
Raonic M.,1
Ofner S.,1
Paire B.,1
Pellegrino A.,1
Albot R.,1
Kukushkin M.,1
Fognini F.,1
Barrios Vera M.T.,1
Herbert P.H.,1
Harris L.,1
Isner J.,1
Cachin P.,1
Bonzi B.,1
Berankis R.,1
Giustino L.,1
Giron M.,1
Domingues J.,1
Kovalik J.,1
Bagnis F.,1
Alcaraz C.,1
Auger-Aliassime F.,1
Ruusuvuori E.,0
De Minaur A.,0
Evans D.,0
Escobedo E.,0
Edmund K.,0
Seppi A.,0
Duckworth J.,0
Federer R.,0
Donskoy E.,0
Rubin N.,0
Simon G.,0
Safiullin R.,0
Laaksonen H.,0
Daniel T.,0
Cressy M.,0
Stebe C.M.,0
Forejtek J.,0
Sugita Y.,0
Bolt A.,0
Bergs Z.,0
Tiafoe F.,0
Troicki V.,0
Basilashvili N.,0
Uchiyama Y.,0
Verdasco F.,0
Barrere G.,0
Wolf J.J.,0
Ymer M.,0
Chardy J.,0
Popyrin A.,0
Gasquet R.,0
Querrey S.,0
Ivashka I.,0
Johnson S.,0
Monfils G.,0
Mmoh M.,0
Jung J.,0
Karatsev A.,0
Medvedev D.,0
Karlovic I.,0
Kohlschreiber P.,0
Krueger M.,0
Marcora R.,0
Mannarino A.,0
Lorenzi P.,0
Kuznetsov An.,0
Kwon S.W.,0
Ito T.,0
Murray A.,0
Ilkel C.,0
Otte O.,0
Pospisil V.,0
Kyrgios N.,0
Gerasimov E.,0
Goffin D.,0
Gojowczyk P.,0
Gulbis E.,0
Opelka R.,0
Nagal S.,0
Gunneswaran P.,0
O Connell C.,0
Novak D.,0
Norrie C.,0
Harrison R.,0
Nakashima B.,0
Zverev M.,0
