Winner,Clay
Djere L.,5
Baez S.,3
Ugo Carabelli C.,3
Cerundolo F.,2
Dzumhur D.,2
Etcheverry T.,2
Faria J.,2
Coria F.,2
Navone M.,1
Comesana F.,1
Heide G.,1
Hanfmann Y.,1
Garin C.,1
Monteiro T.,1
O Connell C.,0
Opelka R.,0
Pacheco Mendez R.,0
Alcaraz C.,0
Nishikori K.,0
Norrie C.,0
Nishioka Y.,0
Popyrin A.,0
Nakashima B.,0
Musetti L.,0
Munar J.,0
Mpetshi G.,0
Moutet C.,0
Paul T.,0
Ruud C.,0
Quinn E.,0
Tabilo A.,0
Watanuki Y.,0
Walton A.,0
Van De Zandschulp B.,0
Tsitsipas S.,0
Tien L.,0
Tiafoe F.,0
Smith C.,0
Rinderknech A.,0
Shelton B.,0
Shapovalov D.,0
Seyboth Wild T.,0
Safiullin R.,0
Mmoh M.,0
Rune H.,0
Monfils G.,0
Machac T.,0
Michelsen A.,0
Davidovich Fokina A.,0
Fonseca J.,0
Fils A.,0
Draper J.,0
Dimitrov G.,0
Diallo G.,0
De Minaur A.,0
Bu Y.,0
Mensik J.,0
Brooksby J.,0
Boyer T.,0
Borges N.,0
Berrettini M.,0
Bergs Z.,0
Arnaldi M.,0
Fritz T.,0
Gaston H.,0
Gigante M.,0
Giron M.,0
Goffin D.,0
Griekspoor T.,0
Halys Q.,0
Hijikata R.,0
Humbert U.,0
Hurkacz H.,0
Kecmanovic M.,0
Khachanov K.,0
Lajovic D.,0
Altmaier D.,0
Marozsan F.,0
McDonald M.,0
Medvedev D.,0
Zverev A.,0
