Winner,Grass
Muller G.,13
Murray A.,12
Johnson S.,11
Raonic M.,10
Federer R.,10
Mannarino A.,8
Mahut N.,8
Thiem D.,8
Querrey S.,8
Karlovic I.,8
Cilic M.,7
Mayer F.,7
Tomic B.,7
Sela D.,6
Zverev A.,6
Baghdatis M.,6
Kohlschreiber P.,6
Seppi A.,6
Young D.,5
Youzhny M.,5
Vesely J.,5
Del Potro J.M.,5
Goffin D.,5
Berdych T.,5
Nishikori K.,4
Millman J.,4
Pouille L.,4
Evans D.,4
Cuevas P.,4
Becker B.,4
Tsonga J.W.,4
Bautista Agut R.,4
Edmund K.,3
Dolgopolov O.,3
Kyrgios N.,3
Gasquet R.,3
Kozlov S.,3
Dancevic F.,3
Isner J.,3
Stakhovsky S.,3
Kuznetsov An.,2
Lacko L.,2
Lopez F.,2
Ferrer D.,2
Sugita Y.,2
Stepanek R.,2
Ramos-Vinolas A.,2
Estrella Burgos V.,2
Mathieu P.H.,2
Sousa J.,2
Brown D.,2
Dzumhur D.,2
Bedene A.,2
Sock J.,2
Verdasco F.,2
Simon G.,2
Djokovic N.,2
Dimitrov G.,2
Anderson K.,2
Jaziri M.,2
Groth S.,2
Istomin D.,2
Herbert P.H.,2
Chiudinelli M.,2
Wawrinka S.,1
Willis M.,1
Almagro N.,1
Ito T.,1
Troicki V.,1
Kukushkin M.,1
Ram R.,1
Tipsarevic J.,1
Lu Y.H.,1
Struff J.L.,1
Medvedev D.,1
Monaco J.,1
Smith J.P.,1
Sijsling I.,1
Roger-Vasselin E.,1
Novikov D.,1
Robert S.,1
Paire B.,1
Pospisil V.,1
Albot R.,1
Kudla D.,1
Fognini F.,1
Donskoy E.,1
Garcia-Lopez G.,1
Fritz T.,1
Dodig I.,1
Bellucci T.,1
Barton M.,1
Benneteau J.,1
Baker B.,1
Gabashvili T.,1
Granollers M.,1
Berrer M.,1
Chardy J.,1
Haase R.,1
Escobedo E.,1
Skugor F.,0
Cacic N.,0
Shapovalov D.,0
Carballes Baena R.,0
Carreno Busta P.,0
Smyczek T.,0
Sidorenko A.,0
Bublik A.,0
Hemery C.,0
Cecchinato M.,0
Carreno-Busta P.,0
Brands D.,0
Schwartzman D.,0
Satral J.,0
Sarkissian A.,0
Rublev A.,0
Rubin N.,0
Rosol L.,0
Rola B.,0
Cervantes I.,0
Robredo T.,0
Chung H.,0
Copil M.,0
Ramanathan R.,0
Soderlund C.,0
Berlocq C.,0
Souza J.,0
Basic M.,0
Andujar P.,0
Zopp J.,0
Zemlja G.,0
Zeballos H.,0
Arnaboldi A.,0
Bagnis F.,0
Ymer M.,0
Ymer E.,0
Wu D.,0
Whittington A.,0
Wessels L.,0
Basilashvili N.,0
Bourgue M.,0
Vanni L.,0
Ungur A.,0
Tursunov D.,0
Bautista R.,0
Trungelliti M.,0
Bemelmans R.,0
Tiafoe F.,0
Thompson J.,0
Berankis R.,0
Daniel T.,0
Bolelli S.,0
Coric B.,0
Pavlasek A.,0
Darcis S.,0
Gimeno-Traver D.,0
Fabbiano T.,0
Falla A.,0
Lorenzi P.,0
Fratangelo B.,0
Lamasine T.,0
Lajovic D.,0
Laaksonen H.,0
Fucsovics M.,0
Giannessi A.,0
Kravchuk K.,0
Krajinovic F.,0
Krajicek A.,0
Kovalik J.,0
De Bakker T.,0
Giraldo S.,0
Klizan M.,0
Kicker N.,0
Khachanov K.,0
Gojowczyk P.,0
Kamke T.,0
Gonzalez M.,0
Jasika O.,0
Gulbis E.,0
Halys Q.,0
Hewitt L.,0
Harrison R.,0
Marchenko I.,0
Martin A.,0
Elias G.,0
Mayer L.,0
Polansky P.,0
Pella G.,0
Herbert P.H,0
Pavic A.,0
Paul T.,0
De Schepper K.,0
Opelka R.,0
Olivo R.,0
Delbonis F.,0
Nishioka Y.,0
Diez S.,0
Nadal R.,0
Munoz-De La Nava D.,0
Munoz De La Nava D.,0
Donaldson J.,0
Monteiro T.,0
Montanes A.,0
Monfils G.,0
Millot V.,0
Duckworth J.,0
Mertl J.,0
Melzer J.,0
Melzer G.,0
Mektic N.,0
Dutra Silva R.,0
Zverev M.,0
