Winner,Clay
Ruud C.,28
Delbonis F.,23
Tsitsipas S.,23
Nadal R.,19
Djokovic N.,18
Ramos-Vinolas A.,17
Garin C.,16
Berrettini M.,14
Norrie C.,14
Cecchinato M.,14
Zverev A.,14
Djere L.,13
Davidovich Fokina A.,13
Carreno Busta P.,13
Krajinovic F.,12
Coria F.,12
Schwartzman D.,11
Sinner J.,10
Rinderknech A.,10
Gasquet R.,9
Musetti L.,9
Rublev A.,9
Karatsev A.,9
Struff J.L.,9
Bagnis F.,8
Koepfer D.,8
Carballes Baena R.,8
Martinez P.,8
Alcaraz C.,8
Nishikori K.,8
Mager G.,8
Shapovalov D.,7
Fognini F.,7
Munar J.,7
Andujar P.,7
Basilashvili N.,7
Bautista Agut R.,7
Paul T.,7
Nishioka Y.,6
Altmaier D.,6
Evans D.,6
Opelka R.,6
Millman J.,6
Ymer M.,6
Korda S.,6
Cerundolo J.M.,6
Cuevas P.,6
Paire B.,6
Gombos N.,5
Martin A.,5
Isner J.,5
Ivashka I.,5
Goffin D.,5
Khachanov K.,5
Monteiro T.,5
Molcan A.,5
Sonego L.,5
Bedene A.,5
Kecmanovic M.,5
Medvedev D.,5
Lajovic D.,5
Cerundolo F.,5
Cilic M.,5
Laaksonen H.,4
Bublik A.,4
Thiem D.,4
Hanfmann Y.,4
Popyrin A.,4
Kovalik J.,4
Moutet C.,4
Chardy J.,4
Rune H.,4
Gaston H.,4
De Minaur A.,4
Galan D.E.,4
Auger-Aliassime F.,4
Giron M.,3
Kwon S.W.,3
Federer R.,3
Berankis R.,3
Vesely J.,3
Varillas J. P.,3
Dimitrov G.,3
Travaglia S.,3
Kohlschreiber P.,3
Tiafoe F.,3
Taberner C.,3
Fucsovics M.,3
Kopriva V.,3
Zapata Miralles B.,3
Daniel T.,3
Lopez F.,2
Mcdonald M.,2
Monfils G.,2
Majchrzak K.,2
Nagal S.,2
Stricker D.,2
Anderson K.,2
Herbert P.H.,2
Harris L.,2
Pella G.,2
Pouille L.,2
Fritz T.,2
Verdasco F.,2
Thompson J.,2
Johnson S.,2
Dzumhur D.,2
Ymer E.,1
Vilella Martinez M.,1
Van De Zandschulp B.,1
Tabilo A.,1
Seyboth Wild T.,1
Milojevic N.,1
Sousa P.,1
Seppi A.,1
Moraing M.,1
Sandgren T.,1
Safiullin R.,1
Polmans M.,1
Novak D.,1
Ruusuvuori E.,1
Ajdukovic D.,1
Duckworth J.,1
Borges N.,1
Cazaux A.,1
Caruso S.,1
Humbert U.,1
Hurkacz H.,1
Jarry N.,1
Couacaud E.,1
Klein L.,1
Dellien H.,1
Griekspoor T.,1
Krstin P.,1
Giannessi A.,1
Cobolli F.,1
Gerasimov E.,1
Albot R.,1
Baez S.,1
Erler A.,1
Etcheverry T.,1
Bergs Z.,1
Gaio F.,1
Stakhovsky S.,0
Stebe C.M.,0
Cressy M.,0
Sock J.,0
Skatov T.,0
Sugita Y.,0
Svajda Z.,0
Donskoy E.,0
Draper J.,0
Sweeny D.,0
Sousa J.,0
Marchenko I.,0
Coric B.,0
Celikbilek A.,0
Andreev A.,0
Barrere G.,0
Wawrinka S.,0
Watanuki Y.,0
Vukic A.,0
Bolt A.,0
Bonzi B.,0
Vavassori A.,0
Bourchier H.,0
Uchiyama Y.,0
Tsonga J.W.,0
Broady L.,0
Trungelliti M.,0
Troicki V.,0
Brooksby J.,0
Torpegaard M.,0
Simon G.,0
Tomic B.,0
Fratangelo B.,0
Ebden M.,0
Kukushkin M.,0
Nakashima B.,0
Karlovic I.,0
Kokkinakis T.,0
Murray A.,0
Muller A.,0
Kubler J.,0
Kudla D.,0
Kuzmanov D.,0
Jaziri M.,0
Mmoh M.,0
Kyrgios N.,0
Lacko L.,0
Lamasine T.,0
Lu Y.,0
Machac T.,0
Mannarino A.,0
Jung J.,0
O Connell C.,0
Escobedo E.,0
Querrey S.,0
Eubanks C.,0
Marcora R.,0
Rodionov J.,0
Gojowczyk P.,0
Raonic M.,0
Gomez E.,0
Quiroz R.,0
Purcell M.,0
Ofner S.,0
Grenier H.,0
Pospisil V.,0
Haase R.,0
Harris A.,0
Harrison C.,0
Hoang A.,0
Otte O.,0
Kuhn N.,0
