Winner,Grass
Berrettini M.,11
Federer R.,11
Goffin D.,10
Auger-Aliassime F.,9
Raonic M.,8
Simon G.,8
Querrey S.,8
Bautista Agut R.,7
Djokovic N.,7
Fritz T.,7
Lopez F.,6
Mannarino A.,6
Thompson J.,6
Struff J.L.,6
Kecmanovic M.,6
Humbert U.,6
Sandgren T.,5
Fabbiano T.,5
Medvedev D.,5
Herbert P.H.,5
Pouille L.,5
Isner J.,5
Nadal R.,5
Verdasco F.,5
Sonego L.,5
Nishikori K.,4
Granollers M.,4
Kukushkin M.,4
Gasquet R.,4
Khachanov K.,4
Evans D.,4
Johnson S.,4
Pella G.,4
Coric B.,4
Sousa J.,4
Bublik A.,4
Tsonga J.W.,4
Hurkacz H.,4
Schwartzman D.,4
Kudla D.,4
Jarry N.,3
Paire B.,3
Troicki V.,3
Seppi A.,3
Edmund K.,3
Anderson K.,3
Fucsovics M.,3
Fognini F.,2
Kyrgios N.,2
Brown D.,2
Garin C.,2
Vesely J.,2
Wawrinka S.,2
Ivashka I.,2
Zverev A.,2
Haase R.,2
Tsitsipas S.,2
Dzumhur D.,2
Zverev M.,2
De Minaur A.,2
Mahut N.,2
Tomic B.,2
Carreno Busta P.,2
Chardy J.,2
Cilic M.,2
Millman J.,2
Opelka R.,2
Ebden M.,2
Norrie C.,2
Rublev A.,1
Ramanathan R.,1
Popyrin A.,1
Karlovic I.,1
Londero J.I.,1
Stakhovsky S.,1
Koepfer D.,1
Moutet C.,1
Monfils G.,1
Krawietz K.,1
Tiafoe F.,1
Mayer L.,1
Tipsarevic J.,1
Majchrzak K.,1
Klahn B.,1
Albot R.,1
Darcis S.,1
Gojowczyk P.,1
Basilashvili N.,1
Barrere G.,1
Carballes Baena R.,1
Berankis R.,1
Baghdatis M.,1
Celikbilek A.,1
Djere L.,1
Bedene A.,1
Del Potro J.M.,1
Clarke J.,1
Eubanks C.,1
Andreozzi G.,1
Gunneswaran P.,1
Cuevas P.,1
Cachin P.,0
Seyboth Wild T.,0
Brands D.,0
Shapovalov D.,0
Brooksby J.,0
Schnur B.,0
Serdarusic N.,0
Caruso S.,0
Ruud C.,0
Rosol L.,0
Sinner J.,0
Ramos-Vinolas A.,0
Cecchinato M.,0
Chung H.,0
Pospisil V.,0
Polmans M.,0
Copil M.,0
Paul T.,0
Bolt A.,0
Berrettini M. ,0
Smyczek T.,0
Soeda G.,0
Zverev A. ,0
Zhang Zh.,0
Ymer M.,0
Ymer E.,0
Wu D.,0
Andujar P.,0
Avidzba A.,0
Bachinger M.,0
Uchiyama Y.,0
Tsitsipas S. ,0
Bagnis F.,0
Trungelliti M.,0
Balazs A.,0
Travaglia S.,0
Benchetrit E.,0
Thiem D. ,0
Thiem D.,0
Sugita Y.,0
Stebe C.M.,0
Statham J.,0
Berdych T.,0
Daniel T.,0
Bolelli S.,0
Otte O.,0
Hoang A.,0
Ofner S.,0
Novak D.,0
Lacko L.,0
Laaksonen H.,0
Federer R. ,0
Kwon S.W.,0
Ferrer D.,0
Kuhn N.,0
Fratangelo B.,0
Galan D.E.,0
Krajinovic F.,0
Kovalik J.,0
Kokkinakis T.,0
Garcia-Lopez G.,0
Gerasimov E.,0
Klizan M.,0
Giannessi A.,0
King K.,0
Giraldo S.,0
Giron M.,0
Jung J.,0
Gombos N.,0
Jaziri M.,0
Griekspoor T.,0
Gulbis E.,0
Istomin D.,0
Harris L.,0
Lajovic D.,0
Lamasine T.,0
Lee D.H.,0
Mmoh M.,0
Harrison R.,0
Nishioka Y.,0
Davidovich Fokina A.,0
Nadal R. ,0
Murray A.,0
Munar J.,0
Delbonis F.,0
Moroni G.,0
Monteiro T.,0
Dellien H.,0
Molleker R.,0
Milojevic N.,0
Donskoy E.,0
Diez S.,0
Menendez-Maceiras A.,0
Dimitrov G.,0
Mcdonald M.,0
Marterer M.,0
Djokovic N. ,0
Domingues J.,0
Donaldson J.,0
Mager G.,0
Maden Y.,0
Lorenzi P.,0
Kohlschreiber P.,0
